purchase_id:4629, buyer_id:225, product_id:88, quantity:9, purchase_date:2023-04-23 10:30:13
purchase_id:8388, buyer_id:146, product_id:79, quantity:3, purchase_date:2023-06-27 14:27:37
purchase_id:6365, buyer_id:453, product_id:86, quantity:2, purchase_date:2022-12-15 00:03:33
purchase_id:9016, buyer_id:154, product_id:66, quantity:7, purchase_date:2023-01-27 19:15:47
purchase_id:8189, buyer_id:290, product_id:22, quantity:8, purchase_date:2023-06-21 18:20:10
purchase_id:8799, buyer_id:919, product_id:38, quantity:8, purchase_date:2023-07-19 20:42:18
purchase_id:1350, buyer_id:439, product_id:10, quantity:8, purchase_date:2023-03-18 03:44:00
purchase_id:3670, buyer_id:386, product_id:32, quantity:9, purchase_date:2023-08-20 02:38:46
purchase_id:8986, buyer_id:988, product_id:74, quantity:1, purchase_date:2023-01-02 10:02:47
purchase_id:2468, buyer_id:990, product_id:55, quantity:2, purchase_date:2022-12-12 13:05:44
purchase_id:4048, buyer_id:514, product_id:49, quantity:8, purchase_date:2023-08-24 22:38:15
purchase_id:9971, buyer_id:787, product_id:44, quantity:4, purchase_date:2023-02-22 02:50:15
purchase_id:7816, buyer_id:848, product_id:39, quantity:6, purchase_date:2023-09-11 14:44:44
purchase_id:1590, buyer_id:978, product_id:94, quantity:10, purchase_date:2023-02-20 07:15:25
purchase_id:1182, buyer_id:445, product_id:37, quantity:7, purchase_date:2023-08-02 19:51:11
purchase_id:3415, buyer_id:636, product_id:96, quantity:6, purchase_date:2023-06-30 15:33:47
purchase_id:2105, buyer_id:336, product_id:39, quantity:6, purchase_date:2023-04-22 00:48:49
purchase_id:1673, buyer_id:925, product_id:79, quantity:5, purchase_date:2023-04-23 04:31:24
purchase_id:2641, buyer_id:203, product_id:99, quantity:5, purchase_date:2022-12-30 16:07:26
purchase_id:3546, buyer_id:524, product_id:54, quantity:5, purchase_date:2023-08-10 20:00:14
purchase_id:2071, buyer_id:595, product_id:89, quantity:6, purchase_date:2023-04-10 03:11:42
purchase_id:8682, buyer_id:702, product_id:33, quantity:8, purchase_date:2023-02-06 05:03:11
purchase_id:3142, buyer_id:547, product_id:95, quantity:4, purchase_date:2023-11-04 18:40:20
purchase_id:6148, buyer_id:668, product_id:61, quantity:5, purchase_date:2023-10-09 07:25:22
purchase_id:6743, buyer_id:263, product_id:18, quantity:10, purchase_date:2022-12-21 20:44:22
purchase_id:8552, buyer_id:803, product_id:97, quantity:2, purchase_date:2023-05-11 09:54:34
purchase_id:1225, buyer_id:485, product_id:91, quantity:8, purchase_date:2023-10-01 06:38:05
purchase_id:9759, buyer_id:387, product_id:19, quantity:9, purchase_date:2023-05-01 06:17:48
purchase_id:4427, buyer_id:763, product_id:59, quantity:2, purchase_date:2023-07-28 14:27:12
purchase_id:1173, buyer_id:736, product_id:55, quantity:8, purchase_date:2023-01-22 13:33:50
purchase_id:9859, buyer_id:811, product_id:31, quantity:8, purchase_date:2023-09-06 17:57:04
purchase_id:7294, buyer_id:223, product_id:80, quantity:9, purchase_date:2023-09-01 20:29:16
purchase_id:9594, buyer_id:465, product_id:41, quantity:9, purchase_date:2023-02-17 02:59:46
purchase_id:7408, buyer_id:644, product_id:65, quantity:8, purchase_date:2023-08-20 06:02:30
purchase_id:1358, buyer_id:329, product_id:74, quantity:1, purchase_date:2023-09-18 17:01:37
purchase_id:3354, buyer_id:703, product_id:90, quantity:9, purchase_date:2022-12-26 13:49:35
purchase_id:5954, buyer_id:251, product_id:69, quantity:7, purchase_date:2023-04-13 07:04:31
purchase_id:3633, buyer_id:753, product_id:17, quantity:5, purchase_date:2023-08-01 06:27:29
purchase_id:1435, buyer_id:696, product_id:39, quantity:4, purchase_date:2022-11-27 05:21:52
purchase_id:6568, buyer_id:842, product_id:24, quantity:10, purchase_date:2022-12-21 19:39:33
purchase_id:2258, buyer_id:602, product_id:50, quantity:2, purchase_date:2023-01-19 18:31:56
purchase_id:7173, buyer_id:918, product_id:58, quantity:1, purchase_date:2023-02-25 10:27:43
purchase_id:3514, buyer_id:287, product_id:40, quantity:8, purchase_date:2023-07-22 02:26:48
purchase_id:3014, buyer_id:613, product_id:50, quantity:9, purchase_date:2023-03-23 13:17:33
purchase_id:4151, buyer_id:446, product_id:25, quantity:9, purchase_date:2023-10-25 21:08:33
purchase_id:4950, buyer_id:164, product_id:58, quantity:10, purchase_date:2023-10-28 22:52:16
purchase_id:4414, buyer_id:649, product_id:35, quantity:5, purchase_date:2023-08-29 00:01:20
purchase_id:9333, buyer_id:945, product_id:64, quantity:1, purchase_date:2023-04-21 22:08:45
purchase_id:4697, buyer_id:373, product_id:68, quantity:1, purchase_date:2023-01-10 12:10:59
purchase_id:6401, buyer_id:714, product_id:79, quantity:2, purchase_date:2023-10-17 18:36:59
purchase_id:9190, buyer_id:359, product_id:42, quantity:4, purchase_date:2022-12-04 12:41:38
purchase_id:2380, buyer_id:213, product_id:22, quantity:10, purchase_date:2023-10-03 04:32:41
purchase_id:9951, buyer_id:246, product_id:10, quantity:5, purchase_date:2023-03-01 10:04:08
purchase_id:8053, buyer_id:284, product_id:49, quantity:10, purchase_date:2022-12-14 23:41:02
purchase_id:9737, buyer_id:532, product_id:58, quantity:7, purchase_date:2022-12-16 12:52:35
purchase_id:4818, buyer_id:783, product_id:67, quantity:4, purchase_date:2023-07-24 09:52:28
purchase_id:2203, buyer_id:505, product_id:90, quantity:10, purchase_date:2022-12-02 00:47:36
purchase_id:6327, buyer_id:585, product_id:81, quantity:1, purchase_date:2023-06-13 11:26:40
purchase_id:6195, buyer_id:431, product_id:85, quantity:1, purchase_date:2023-05-28 01:26:52
purchase_id:2265, buyer_id:797, product_id:51, quantity:9, purchase_date:2023-03-25 10:02:37
purchase_id:3963, buyer_id:860, product_id:90, quantity:2, purchase_date:2023-06-12 10:09:50
purchase_id:1834, buyer_id:222, product_id:69, quantity:3, purchase_date:2023-07-24 19:07:48
purchase_id:4751, buyer_id:410, product_id:31, quantity:6, purchase_date:2023-07-05 09:00:28
purchase_id:3723, buyer_id:861, product_id:84, quantity:10, purchase_date:2022-12-04 07:27:49
purchase_id:9818, buyer_id:400, product_id:41, quantity:4, purchase_date:2023-06-26 11:46:59
purchase_id:4571, buyer_id:497, product_id:54, quantity:7, purchase_date:2023-03-18 04:21:27
purchase_id:2390, buyer_id:988, product_id:76, quantity:7, purchase_date:2023-03-02 12:51:03
purchase_id:7082, buyer_id:472, product_id:85, quantity:6, purchase_date:2023-08-22 14:48:46
purchase_id:1180, buyer_id:553, product_id:34, quantity:3, purchase_date:2023-09-27 18:45:34
purchase_id:9803, buyer_id:177, product_id:83, quantity:2, purchase_date:2023-02-06 00:29:53
purchase_id:4821, buyer_id:961, product_id:27, quantity:6, purchase_date:2023-04-17 01:25:42
purchase_id:7394, buyer_id:499, product_id:32, quantity:6, purchase_date:2023-10-19 21:46:02
purchase_id:5024, buyer_id:469, product_id:12, quantity:5, purchase_date:2023-03-26 02:40:01
purchase_id:6789, buyer_id:623, product_id:66, quantity:7, purchase_date:2023-02-23 15:23:58
purchase_id:5693, buyer_id:377, product_id:54, quantity:4, purchase_date:2023-01-28 17:29:50
purchase_id:3652, buyer_id:274, product_id:28, quantity:7, purchase_date:2023-04-15 23:29:02
purchase_id:1302, buyer_id:688, product_id:92, quantity:3, purchase_date:2023-07-27 00:10:47
purchase_id:5875, buyer_id:211, product_id:85, quantity:10, purchase_date:2023-04-17 04:56:58
purchase_id:1164, buyer_id:711, product_id:46, quantity:6, purchase_date:2023-08-18 19:20:08
purchase_id:7263, buyer_id:787, product_id:11, quantity:4, purchase_date:2023-10-06 19:50:22
purchase_id:3062, buyer_id:794, product_id:10, quantity:2, purchase_date:2023-01-28 23:58:35
purchase_id:1041, buyer_id:877, product_id:42, quantity:1, purchase_date:2022-12-12 06:02:14
purchase_id:6287, buyer_id:554, product_id:38, quantity:5, purchase_date:2023-08-07 17:56:47
purchase_id:1154, buyer_id:528, product_id:27, quantity:2, purchase_date:2023-03-25 23:55:13
purchase_id:1654, buyer_id:144, product_id:97, quantity:6, purchase_date:2023-03-26 19:08:09
purchase_id:8990, buyer_id:312, product_id:57, quantity:1, purchase_date:2023-05-03 08:18:18
purchase_id:7785, buyer_id:416, product_id:34, quantity:4, purchase_date:2023-04-13 00:32:33
purchase_id:5678, buyer_id:763, product_id:33, quantity:6, purchase_date:2023-08-23 12:56:43
purchase_id:8376, buyer_id:361, product_id:33, quantity:3, purchase_date:2022-12-23 09:46:17
purchase_id:4277, buyer_id:218, product_id:75, quantity:9, purchase_date:2022-12-17 16:29:43
purchase_id:2685, buyer_id:346, product_id:98, quantity:10, purchase_date:2022-11-08 10:30:23
purchase_id:4291, buyer_id:176, product_id:52, quantity:4, purchase_date:2023-07-29 11:44:39
purchase_id:1260, buyer_id:683, product_id:98, quantity:9, purchase_date:2023-05-23 17:14:59
purchase_id:6773, buyer_id:610, product_id:85, quantity:5, purchase_date:2023-01-31 16:04:34
purchase_id:6051, buyer_id:883, product_id:55, quantity:3, purchase_date:2023-02-11 08:51:46
purchase_id:3040, buyer_id:274, product_id:50, quantity:2, purchase_date:2022-11-12 16:32:54
purchase_id:4246, buyer_id:595, product_id:72, quantity:6, purchase_date:2023-08-17 10:38:31
purchase_id:7538, buyer_id:493, product_id:81, quantity:8, purchase_date:2023-10-28 23:58:22
purchase_id:4518, buyer_id:148, product_id:67, quantity:2, purchase_date:2023-10-02 06:40:10
purchase_id:5629, buyer_id:949, product_id:97, quantity:9, purchase_date:2023-08-24 19:58:37
purchase_id:6056, buyer_id:752, product_id:30, quantity:10, purchase_date:2023-03-20 19:53:40
purchase_id:5651, buyer_id:124, product_id:35, quantity:1, purchase_date:2023-08-24 08:59:01
purchase_id:7554, buyer_id:628, product_id:51, quantity:7, purchase_date:2023-08-17 21:06:36
purchase_id:1044, buyer_id:530, product_id:27, quantity:4, purchase_date:2023-06-25 23:27:13
purchase_id:2376, buyer_id:897, product_id:79, quantity:4, purchase_date:2023-05-28 16:40:30
purchase_id:7593, buyer_id:998, product_id:15, quantity:4, purchase_date:2023-08-29 13:27:13
purchase_id:5352, buyer_id:555, product_id:48, quantity:5, purchase_date:2023-10-05 07:10:21
purchase_id:2538, buyer_id:301, product_id:16, quantity:4, purchase_date:2022-11-28 02:04:54
purchase_id:1510, buyer_id:975, product_id:28, quantity:5, purchase_date:2023-04-10 21:59:05
purchase_id:6076, buyer_id:882, product_id:87, quantity:9, purchase_date:2023-01-14 10:59:44
purchase_id:7794, buyer_id:760, product_id:63, quantity:8, purchase_date:2023-01-22 20:21:34
purchase_id:6293, buyer_id:998, product_id:81, quantity:8, purchase_date:2023-10-12 21:39:23
purchase_id:4460, buyer_id:889, product_id:53, quantity:7, purchase_date:2023-10-19 19:17:30
purchase_id:8490, buyer_id:516, product_id:33, quantity:2, purchase_date:2022-11-06 02:30:41
purchase_id:7411, buyer_id:430, product_id:50, quantity:3, purchase_date:2023-01-19 22:34:43
purchase_id:5611, buyer_id:583, product_id:40, quantity:7, purchase_date:2023-04-08 12:32:29
purchase_id:6066, buyer_id:929, product_id:35, quantity:8, purchase_date:2023-02-09 01:41:36
purchase_id:5656, buyer_id:640, product_id:78, quantity:8, purchase_date:2023-08-31 14:55:02
purchase_id:3405, buyer_id:868, product_id:39, quantity:4, purchase_date:2022-12-12 00:00:28
purchase_id:3410, buyer_id:819, product_id:19, quantity:2, purchase_date:2022-11-19 15:10:51
purchase_id:7813, buyer_id:265, product_id:45, quantity:10, purchase_date:2023-05-21 01:50:17
purchase_id:8935, buyer_id:229, product_id:90, quantity:9, purchase_date:2022-11-11 18:06:01
purchase_id:5478, buyer_id:873, product_id:28, quantity:5, purchase_date:2023-08-23 02:32:15
purchase_id:3792, buyer_id:912, product_id:29, quantity:4, purchase_date:2023-02-12 13:46:54
purchase_id:4749, buyer_id:463, product_id:88, quantity:1, purchase_date:2023-01-23 15:18:00
purchase_id:3853, buyer_id:729, product_id:89, quantity:6, purchase_date:2023-09-12 13:16:46
purchase_id:3415, buyer_id:882, product_id:31, quantity:8, purchase_date:2023-05-19 09:11:51
purchase_id:4940, buyer_id:259, product_id:61, quantity:6, purchase_date:2023-06-02 22:49:28
purchase_id:8450, buyer_id:659, product_id:71, quantity:4, purchase_date:2023-02-11 10:29:43
purchase_id:5320, buyer_id:524, product_id:40, quantity:8, purchase_date:2023-08-14 13:53:56
purchase_id:6492, buyer_id:656, product_id:35, quantity:3, purchase_date:2023-06-15 20:01:40
purchase_id:5827, buyer_id:499, product_id:42, quantity:7, purchase_date:2023-05-11 12:47:34
purchase_id:8596, buyer_id:425, product_id:13, quantity:4, purchase_date:2022-11-13 19:40:37
purchase_id:1465, buyer_id:259, product_id:87, quantity:7, purchase_date:2023-09-17 15:45:16
purchase_id:4933, buyer_id:448, product_id:40, quantity:9, purchase_date:2023-05-16 07:01:12
purchase_id:3574, buyer_id:332, product_id:88, quantity:4, purchase_date:2023-01-15 07:17:59
purchase_id:9315, buyer_id:472, product_id:40, quantity:7, purchase_date:2023-01-02 10:49:04
purchase_id:1550, buyer_id:914, product_id:37, quantity:10, purchase_date:2023-10-05 19:21:57
purchase_id:7719, buyer_id:124, product_id:58, quantity:3, purchase_date:2023-02-15 23:16:03
purchase_id:4598, buyer_id:620, product_id:83, quantity:5, purchase_date:2023-01-08 17:58:37
purchase_id:8889, buyer_id:347, product_id:26, quantity:3, purchase_date:2022-11-17 12:00:38
purchase_id:5934, buyer_id:318, product_id:95, quantity:5, purchase_date:2022-11-28 08:45:18
purchase_id:3116, buyer_id:335, product_id:53, quantity:2, purchase_date:2023-10-24 04:51:18
purchase_id:2096, buyer_id:832, product_id:74, quantity:7, purchase_date:2023-03-13 16:35:12
purchase_id:6009, buyer_id:314, product_id:45, quantity:7, purchase_date:2023-04-24 12:06:27
purchase_id:5963, buyer_id:174, product_id:16, quantity:8, purchase_date:2022-11-22 15:59:00
purchase_id:5545, buyer_id:604, product_id:66, quantity:2, purchase_date:2023-02-15 21:03:34
purchase_id:5407, buyer_id:309, product_id:12, quantity:5, purchase_date:2023-02-11 08:11:30
purchase_id:4593, buyer_id:194, product_id:96, quantity:3, purchase_date:2022-11-10 13:23:40
purchase_id:7878, buyer_id:285, product_id:88, quantity:1, purchase_date:2023-06-08 01:00:44
purchase_id:6402, buyer_id:397, product_id:19, quantity:2, purchase_date:2023-04-20 18:42:05
purchase_id:3585, buyer_id:976, product_id:98, quantity:9, purchase_date:2023-06-26 01:52:01
purchase_id:3502, buyer_id:307, product_id:10, quantity:6, purchase_date:2023-07-15 16:22:58
purchase_id:8146, buyer_id:514, product_id:51, quantity:1, purchase_date:2023-08-23 05:18:38
purchase_id:1038, buyer_id:881, product_id:13, quantity:5, purchase_date:2023-06-02 02:49:36
purchase_id:2920, buyer_id:543, product_id:20, quantity:3, purchase_date:2023-01-13 17:04:41
purchase_id:2001, buyer_id:928, product_id:54, quantity:6, purchase_date:2022-12-07 20:19:40
purchase_id:6994, buyer_id:800, product_id:79, quantity:6, purchase_date:2023-10-11 09:30:58
purchase_id:6405, buyer_id:694, product_id:19, quantity:7, purchase_date:2022-12-11 07:20:45
purchase_id:6979, buyer_id:173, product_id:83, quantity:8, purchase_date:2023-04-13 15:10:57
purchase_id:7266, buyer_id:567, product_id:27, quantity:7, purchase_date:2022-12-28 19:30:17
purchase_id:4925, buyer_id:715, product_id:81, quantity:6, purchase_date:2023-08-28 10:59:09
purchase_id:6103, buyer_id:648, product_id:82, quantity:9, purchase_date:2023-04-06 03:20:30
purchase_id:6056, buyer_id:807, product_id:16, quantity:5, purchase_date:2023-03-03 23:18:44
purchase_id:3498, buyer_id:997, product_id:77, quantity:7, purchase_date:2023-08-02 22:33:45
purchase_id:6199, buyer_id:628, product_id:32, quantity:8, purchase_date:2023-09-15 10:26:11
purchase_id:6387, buyer_id:756, product_id:94, quantity:1, purchase_date:2023-09-18 11:03:36
purchase_id:1643, buyer_id:356, product_id:93, quantity:9, purchase_date:2023-05-31 08:43:56
purchase_id:1695, buyer_id:784, product_id:38, quantity:5, purchase_date:2023-08-21 12:56:51
purchase_id:6731, buyer_id:114, product_id:45, quantity:10, purchase_date:2023-07-05 04:52:49
purchase_id:3532, buyer_id:184, product_id:66, quantity:3, purchase_date:2023-09-28 02:30:06
purchase_id:8565, buyer_id:846, product_id:29, quantity:10, purchase_date:2023-02-01 07:41:14
purchase_id:5056, buyer_id:669, product_id:85, quantity:1, purchase_date:2022-11-22 13:14:59
purchase_id:1751, buyer_id:336, product_id:20, quantity:5, purchase_date:2023-10-21 19:55:34
purchase_id:8528, buyer_id:848, product_id:61, quantity:9, purchase_date:2023-05-28 19:24:38
purchase_id:7247, buyer_id:755, product_id:36, quantity:6, purchase_date:2023-06-02 21:18:30
purchase_id:2170, buyer_id:535, product_id:66, quantity:10, purchase_date:2023-05-26 07:53:42
purchase_id:4400, buyer_id:669, product_id:32, quantity:9, purchase_date:2023-03-10 20:08:10
purchase_id:8489, buyer_id:178, product_id:86, quantity:7, purchase_date:2023-06-25 13:36:21
purchase_id:1822, buyer_id:311, product_id:25, quantity:7, purchase_date:2023-07-12 17:52:01
purchase_id:8190, buyer_id:703, product_id:10, quantity:4, purchase_date:2023-01-02 15:09:23
purchase_id:3373, buyer_id:217, product_id:14, quantity:7, purchase_date:2023-07-24 06:18:24
purchase_id:6968, buyer_id:289, product_id:33, quantity:1, purchase_date:2023-01-13 02:56:18
purchase_id:6983, buyer_id:634, product_id:98, quantity:7, purchase_date:2023-05-15 04:14:13
purchase_id:2722, buyer_id:812, product_id:86, quantity:1, purchase_date:2022-11-10 07:12:00
purchase_id:4377, buyer_id:375, product_id:53, quantity:3, purchase_date:2023-08-11 04:21:57
purchase_id:3936, buyer_id:595, product_id:61, quantity:5, purchase_date:2023-05-09 22:42:23
purchase_id:4845, buyer_id:946, product_id:99, quantity:8, purchase_date:2022-12-28 15:37:41
purchase_id:1620, buyer_id:815, product_id:54, quantity:8, purchase_date:2023-08-16 23:01:32
purchase_id:7654, buyer_id:587, product_id:11, quantity:2, purchase_date:2023-02-15 01:46:52
purchase_id:6115, buyer_id:987, product_id:94, quantity:5, purchase_date:2023-10-28 00:04:39
purchase_id:3403, buyer_id:475, product_id:26, quantity:1, purchase_date:2023-01-23 06:57:40
purchase_id:7822, buyer_id:494, product_id:46, quantity:5, purchase_date:2023-06-01 13:10:44
purchase_id:5397, buyer_id:597, product_id:41, quantity:3, purchase_date:2023-02-15 17:02:56
purchase_id:1403, buyer_id:199, product_id:25, quantity:5, purchase_date:2023-10-20 03:47:24
purchase_id:7141, buyer_id:278, product_id:58, quantity:5, purchase_date:2023-06-16 21:45:59
purchase_id:7163, buyer_id:357, product_id:18, quantity:7, purchase_date:2023-05-11 00:26:51
purchase_id:2526, buyer_id:822, product_id:51, quantity:1, purchase_date:2023-03-29 07:19:31
purchase_id:3612, buyer_id:598, product_id:90, quantity:5, purchase_date:2022-12-17 18:49:33
purchase_id:4560, buyer_id:547, product_id:20, quantity:6, purchase_date:2023-11-02 08:08:38
purchase_id:5461, buyer_id:571, product_id:56, quantity:4, purchase_date:2022-11-24 18:31:01
purchase_id:6372, buyer_id:938, product_id:38, quantity:9, purchase_date:2023-02-22 04:03:41
purchase_id:2608, buyer_id:281, product_id:78, quantity:9, purchase_date:2023-06-04 12:57:04
purchase_id:3114, buyer_id:970, product_id:95, quantity:5, purchase_date:2023-09-26 15:07:11
purchase_id:1043, buyer_id:112, product_id:10, quantity:5, purchase_date:2023-02-07 20:02:07
purchase_id:6934, buyer_id:974, product_id:73, quantity:1, purchase_date:2023-10-29 08:20:13
purchase_id:6172, buyer_id:757, product_id:99, quantity:3, purchase_date:2023-04-02 15:46:38
purchase_id:4988, buyer_id:593, product_id:32, quantity:10, purchase_date:2023-07-29 00:34:14
purchase_id:6695, buyer_id:580, product_id:88, quantity:4, purchase_date:2023-05-09 05:38:11
purchase_id:6882, buyer_id:634, product_id:20, quantity:2, purchase_date:2023-01-24 09:14:42
purchase_id:4419, buyer_id:303, product_id:19, quantity:4, purchase_date:2023-10-16 05:49:26
purchase_id:6516, buyer_id:879, product_id:25, quantity:10, purchase_date:2023-03-10 00:59:50
purchase_id:3799, buyer_id:221, product_id:51, quantity:2, purchase_date:2023-02-01 16:04:31
purchase_id:1707, buyer_id:605, product_id:25, quantity:10, purchase_date:2023-01-21 09:32:12
purchase_id:5514, buyer_id:719, product_id:36, quantity:7, purchase_date:2023-02-21 20:15:50
purchase_id:3775, buyer_id:842, product_id:73, quantity:8, purchase_date:2023-10-31 20:11:33
purchase_id:4252, buyer_id:540, product_id:91, quantity:8, purchase_date:2023-07-04 20:17:44
purchase_id:4335, buyer_id:257, product_id:90, quantity:6, purchase_date:2022-11-09 07:02:58
purchase_id:9301, buyer_id:885, product_id:43, quantity:7, purchase_date:2023-08-02 06:06:53
purchase_id:7774, buyer_id:741, product_id:68, quantity:2, purchase_date:2022-12-14 19:32:57
purchase_id:9553, buyer_id:356, product_id:11, quantity:7, purchase_date:2023-03-14 05:51:26
purchase_id:6470, buyer_id:222, product_id:17, quantity:2, purchase_date:2023-02-27 00:39:34
purchase_id:4813, buyer_id:725, product_id:82, quantity:2, purchase_date:2023-07-03 17:58:02
purchase_id:2783, buyer_id:893, product_id:22, quantity:1, purchase_date:2023-03-11 01:03:05
purchase_id:4983, buyer_id:668, product_id:72, quantity:3, purchase_date:2023-01-17 03:24:39
purchase_id:6237, buyer_id:662, product_id:70, quantity:7, purchase_date:2022-12-25 21:39:26
purchase_id:6453, buyer_id:283, product_id:23, quantity:5, purchase_date:2023-03-29 16:17:58
purchase_id:1461, buyer_id:185, product_id:24, quantity:10, purchase_date:2023-07-29 18:08:35
purchase_id:3877, buyer_id:409, product_id:56, quantity:2, purchase_date:2023-04-03 10:43:03
purchase_id:5198, buyer_id:893, product_id:17, quantity:3, purchase_date:2023-09-25 07:43:01
purchase_id:7213, buyer_id:191, product_id:52, quantity:2, purchase_date:2023-03-15 21:36:46
purchase_id:8624, buyer_id:646, product_id:35, quantity:4, purchase_date:2023-08-15 13:38:37
purchase_id:7853, buyer_id:942, product_id:11, quantity:3, purchase_date:2023-01-09 13:28:31
purchase_id:4123, buyer_id:515, product_id:86, quantity:3, purchase_date:2023-06-13 11:04:31
purchase_id:8910, buyer_id:976, product_id:52, quantity:10, purchase_date:2023-10-13 16:35:53
purchase_id:6911, buyer_id:458, product_id:96, quantity:3, purchase_date:2023-07-15 07:37:32
purchase_id:5969, buyer_id:928, product_id:17, quantity:6, purchase_date:2023-09-11 15:46:20
purchase_id:5497, buyer_id:932, product_id:45, quantity:9, purchase_date:2023-08-08 04:20:00
purchase_id:5853, buyer_id:624, product_id:78, quantity:7, purchase_date:2023-11-04 06:44:34
purchase_id:8085, buyer_id:430, product_id:71, quantity:1, purchase_date:2023-06-29 07:30:46
purchase_id:6365, buyer_id:608, product_id:12, quantity:1, purchase_date:2023-05-22 13:24:04
purchase_id:9988, buyer_id:141, product_id:30, quantity:10, purchase_date:2023-07-03 07:02:37
purchase_id:3963, buyer_id:781, product_id:63, quantity:6, purchase_date:2023-01-21 01:26:33
purchase_id:8057, buyer_id:266, product_id:39, quantity:4, purchase_date:2023-07-28 06:39:33
purchase_id:6160, buyer_id:898, product_id:32, quantity:8, purchase_date:2023-02-07 08:15:41
purchase_id:9080, buyer_id:372, product_id:47, quantity:2, purchase_date:2023-02-09 02:51:23
purchase_id:3344, buyer_id:625, product_id:26, quantity:1, purchase_date:2022-12-05 00:31:21
purchase_id:2433, buyer_id:872, product_id:26, quantity:6, purchase_date:2023-09-21 12:47:15
purchase_id:1308, buyer_id:875, product_id:81, quantity:4, purchase_date:2023-06-27 00:55:16
purchase_id:3229, buyer_id:275, product_id:88, quantity:3, purchase_date:2023-04-16 07:11:23
purchase_id:5427, buyer_id:134, product_id:70, quantity:8, purchase_date:2023-04-04 17:54:06
purchase_id:1651, buyer_id:579, product_id:57, quantity:2, purchase_date:2022-11-25 18:29:07
purchase_id:9832, buyer_id:257, product_id:63, quantity:9, purchase_date:2023-03-27 14:07:02
purchase_id:6554, buyer_id:572, product_id:36, quantity:8, purchase_date:2022-12-21 11:14:53
purchase_id:9243, buyer_id:551, product_id:93, quantity:7, purchase_date:2023-09-11 22:20:38
